id,Code,Industry,Time,Net income,EPS,PRICE,Audit,Opion,Auditdate,Currentassets,Longassets,Totalassets,Liability,Currentliability,Longliability,Equity,Revenues,EV,Cash,Cash1,shortinvestment,Receilvables,Inventory,depreclation,Bookvalue
93,DXG,XD,2003,150240038598,273,19350,EY,CNTP,5/3/2024,2.62298E+13,2.55668E+12,2.87864E+13,1.46001E+13,1.16176E+13,2.9825E+12,1.41864E+13,3.72483E+12,1.18041E+13,97174701710,1.14226E+13,1.37461E+12,1.41391E+13,1.49201E+11,"18,784,692,599,137",23255
94,DXS,XD,2010,-160261911611,-293,7500,EY,CNTP,29-03-2024,1.45686E+13,8.88568E+11,1.54571E+13,7.35418E+12,6.75442E+12,5.99756E+11,8.10294E+12,1.9974E+12,4.30577E+12,96944701710,9.97698E+12,1.21917E+12,4.11938E+12,2.04177E+11,"6,253,296,527,753",14114
95,DXV,SX,1975,-8331312241,-842,3840,AnViet,CNTP,6/3/2024,1.22188E+11,8821587040,1.3101E+11,28583790280,28583790280,,1.02426E+11,1.73908E+11,38016000000,,74576025422,75293677900,36994314633,,"27,581,768,955",10346
96,ELC,CN,1995,25657779781,,20850,UHY,CNTPGT,28-03-2024,1.09791E+12,3.91753E+11,1.48966E+12,5.94065E+11,5.76695E+11,17370294693,8.95596E+11,9.25023E+11,1.71575E+12,54310262487,7.73535E+11,7.412E+11,99692109923,59534265957,"1,588,903,590,973",10883
97,EVE,SX,1993,18641772642,425,15150,EY,CNTP,26-03-2024,7.70385E+11,5.85486E+11,1.35587E+12,3.559E+11,2.33683E+11,1.22217E+11,9.99971E+11,7.87684E+11,6.35994E+11,2.23236E+11,1.82263E+11,1.67122E+11,3.50972E+11,3114021409,"821,601,773,404",23820
98,EVG,XD,2009,31435352432,141,5650,AFC,CNNT,28-03-2024,2.71963E+12,8.8151E+11,3.60114E+12,9.71832E+11,4.48398E+11,5.23434E+11,2.62931E+12,1.09013E+12,1.21616E+12,,1.67845E+12,2.71326E+11,9.10636E+11,66235372150,"1,684,723,159,967",12215
99,FCM,SX,2007,15652456601,344,4740,EY,CNTP,29-03-2024,6.82188E+11,1.25374E+11,8.07561E+11,2.22949E+11,2.22663E+11,286000000,5.84612E+11,4.63643E+11,2.13774E+11,26597100000,5.02872E+11,5.22488E+11,98814310550,2557051951,"264,923,945,741",12963
100,FCN,XD,2004,-42089215119,-204,14350,CPA VIETNAM,CNTP,30-03-2024,6.1366E+12,2.44485E+12,8.58145E+12,5.21966E+12,4.31911E+12,9.00545E+11,3.36179E+12,2.87957E+12,2.25925E+12,24655423033,3.63211E+12,1.88955E+12,1.6806E+12,1.20155E+11,"4,043,954,751,070",21353
101,FDC,XD,1989,724785101,19,21900,EY,CNTP,20-03-2024,61543502589,6.07779E+11,6.69322E+11,2.23642E+11,2.20956E+11,2685334760,4.45681E+11,18771213545,8.45854E+11,,42109615244,1.99768E+11,,2.80005E+11,"833,755,670,675",11539
102,FIR,XD,2014,19086654877,297,19500,EY,CNTP,29-12-2023,8.66935E+11,5.35987E+11,1.40292E+12,6.61499E+11,5.25424E+11,1.36076E+11,7.41423E+11,1.69125E+11,1.25278E+12,,5.41975E+11,24326130739,3.10884E+11,2.10246E+11,"1,655,085,491,893",11541
103,FIT,SX,2007,-77624493684,-338,4490,A&C,CNTP,28-03-2024,5.63248E+12,2.08907E+12,7.72155E+12,1.93461E+12,1.66752E+12,2.67093E+11,5.78694E+12,1.77492E+12,1.5263E+12,1.5016E+12,3.59919E+12,3.69135E+11,4.37704E+11,4525200000,"3,092,389,405,915",17024
104,FMC,SX,1996,302336331166,4121,45000,EY,CNTP,25-03-2024,2.12705E+12,1.22913E+12,3.35618E+12,1.12204E+12,1.11172E+12,10321924250,2.23414E+12,5.08908E+12,2.9425E+12,97416519173,4.91782E+11,2.47893E+11,9.99827E+11,,"3,020,768,326,865",34167
105,FPT,CN,1988,7788049739616,4661,96100,PWC,CNTP,7/3/2024,3.67058E+13,2.35771E+13,6.02828E+13,3.03498E+13,2.96517E+13,6.98143E+11,2.9933E+13,5.26252E+13,1.22044E+14,1.61042E+13,9.67434E+12,9.05765E+12,1.72496E+12,2.47392E+11,"127,812,021,964,348",23568
106,FRT,BL,2012,-329196524512,-2537,107000,PWC,CNTP,29-02-2024,1.14153E+13,1.68314E+12,1.30984E+13,1.13793E+13,1.13787E+13,555901586,1.71917E+12,3.19756E+13,1.45779E+13,1.194E+12,3.94464E+11,1.26026E+11,8.47008E+12,1.79315E+11,"21,725,494,383,802",12618
107,GAS,TI,1990,11793095479543,4972,75500,PWC,CNTP,28-02-2024,6.22178E+13,2.55367E+13,8.77545E+13,2.24558E+13,1.49719E+13,7.48389E+12,6.52986E+13,9.00141E+13,1.73404E+14,3.50846E+13,1.68653E+13,1.25413E+13,4.06987E+12,3.18104E+11,"173,610,259,100,843",28431
108,GDT,SX,1991,36692331691,1647,23250,A&C,CNTP,1/4/2024,2.71944E+11,1.36964E+11,4.08907E+11,1.17251E+11,1.14605E+11,2646107049,2.91656E+11,3.13868E+11,4.99384E+11,68855000000,78955266197,29108914536,91952967897,150000000,"543,766,314,908",13579
109,GEG,TI,1989,143323947112,214,12850,PWC,CNTP,21-03-2024,1.45848E+12,1.46739E+13,1.61324E+13,1.0365E+13,1.67916E+12,8.68588E+12,5.76732E+12,2.16346E+12,4.38505E+12,2.33228E+11,8.29254E+11,4.73902E+11,1.26615E+11,40706085155,"14,252,506,067,797",15019
110,GEX,SX,1990,863884246392,388,23600,Deloitte,CNTP,28-02-2024,2.0299E+13,3.47778E+13,5.50769E+13,3.38531E+13,1.8591E+13,1.52622E+13,2.12238E+13,3.02964E+13,2.00953E+13,4.12337E+12,3.46439E+12,2.70592E+12,8.5883E+12,7.99022E+11,"36,772,846,271,701",24873
111,GIL,SX,1982,28881350991,419,24950,AASCS,CNTP,29-03-2024,2.87318E+12,4.83977E+11,3.35716E+12,8.13587E+11,6.41499E+11,1.72087E+11,2.54357E+12,9.36396E+11,1.74648E+12,2.22264E+11,4.37221E+11,1.54733E+11,1.36407E+12,2725348840,"1,336,642,621,091",36337
112,GMC,SX,1993,-51944754105,-1576,7990,AASCS,CNTP,29-03-2024,2.04688E+11,2.1439E+11,4.19078E+11,26699717340,10606323346,16093393994,3.92378E+11,8296582790,2.63278E+11,65968685907,4467585267,4723712358,1.30054E+11,,"236,880,266,062",11908
113,GMD,VT,1991,2533934246423,7207,70500,A&C,CNTP,30-03-2024,3.3802E+12,1.01658E+13,1.3546E+13,3.81365E+12,1.91534E+12,1.89831E+12,9.73237E+12,3.84583E+12,2.15658E+13,3.58867E+11,1.19318E+12,5.8466E+11,68169766561,39754955799,"21,739,217,676,953",31816
114,GMH,SX,1978,13702276482,830,9600,iCPA,CNTP,20-03-2024,1.66388E+11,30907255216,1.97295E+11,8930890916,8930890916,,1.88364E+11,1.13564E+11,1.584E+11,83934599720,15917795981,14622681049,55791386760,,"147,478,680,754",11416
115,GSP,VT,2007,84687795019,1411,11900,Deloitte,CNTP,29-02-2024,6.53888E+11,8.67638E+11,1.52153E+12,7.62492E+11,4.61174E+11,3.01318E+11,7.59033E+11,1.76517E+12,6.64013E+11,1.08E+11,2.55588E+11,2.26841E+11,47334141720,1503521826,"866,234,556,105",13603
116,GTA,SX,2002,10302456503,1048,14900,AFC,CNTP,20-02-2024,3.04562E+11,33496487684,3.38058E+11,1.75297E+11,1.75297E+11,,1.62761E+11,2.49214E+11,1.46467E+11,2.32101E+11,12685477666,8246078476,48365171587,,"283,176,867,227",16558
117,GVR,SX,1975,3372861662689,485,21200,CPA VIETNAM,CNTP,29-03-2024,2.38422E+13,5.42198E+13,7.80621E+13,2.30849E+13,9.65254E+12,1.34324E+13,5.49772E+13,2.21678E+13,8.48E+13,1.13554E+13,2.54602E+12,1.43144E+12,3.38814E+12,6.57484E+11,"85,815,815,663,330",13734
118,HAG,SX,1993,1781685785000,1794,13200,EY,CNTP,26-03-2024,8.76853E+12,1.21347E+13,2.09033E+13,1.42258E+13,9.7104E+12,4.51538E+12,6.67747E+12,6.49257E+12,1.22417E+13,,7.78021E+12,1.49243E+12,9.3106E+11,4.9519E+11,"20,068,847,885,600",7200
119,HAH,VT,2009,357825466214,3315,37600,A&C,CNTP,6/2/2024,1.60018E+12,3.75877E+12,5.35895E+12,2.1882E+12,9.37259E+11,1.25094E+12,3.17075E+12,2.61269E+12,3.96743E+12,72500000000,1.00517E+12,2.28003E+11,97130984832,1.13018E+11,"5,108,822,548,680",30050
120,HAP,SX,1960,18310845545,160,4850,BDO,CNTP,22-03-2024,7.77385E+11,4.97872E+11,1.27526E+12,71058599255,71043599255,15000000,1.2042E+12,2.99796E+11,5.3807E+11,15076041096,6.51614E+11,81145299739,86927265345,350000000,"541,756,322,823",10854
121,HAR,XD,2007,35939331273,376,4160,UHY,CNTP,28-03-2024,3.02212E+11,7.69377E+11,1.07159E+12,4715197280,4097597280,617600000,1.06687E+12,18271816853,3.98046E+11,,2.79154E+11,15898569500,,,"376,821,239,606",11150
122,HAS,XD,2000,317453125,41,6970,AASC,CNTP,27-03-2024,1.78118E+11,35827445758,2.13946E+11,74825466608,66724120208,8101346400,1.3912E+11,1.1562E+11,54366000000,21220947037,1.38153E+11,1.12578E+11,12805798586,,"68,461,235,981",17836
123,HAX,BL,1992,37056457843,375,13900,Vietvalues,CNTP,2/3/2024,1.07176E+12,9.34523E+11,2.00629E+12,8.42284E+11,8.39432E+11,2851834319,1.164E+12,3.98192E+12,1.29864E+12,,2.12818E+11,93792846281,7.02457E+11,4764438612,"1,829,339,628,760",12459
124,HBC,XD,1987,-1115337522268,-4052,7870,AASC,CNNT,29-03-2024,1.34493E+13,1.80058E+12,1.52499E+13,1.51565E+13,1.37033E+13,1.45321E+12,93380988230,7.54221E+12,2.15743E+12,15705823005,1.06698E+13,7.23269E+12,2.33355E+12,3.8119E+11,"6,398,108,054,556",341
125,HCD,SX,2011,51863319941,1403,7700,TTP,CNTP,27-03-2024,5.75516E+11,2.02951E+11,7.78467E+11,3.26812E+11,3.26812E+11,,4.51654E+11,9.13036E+11,2.84583E+11,58828200000,1.64042E+11,1.38244E+11,2.84504E+11,,"390,599,938,262",12220
126,HDC,XD,1990,131972098044,1079,32650,TTP,CNTP,29-03-2024,2.09384E+12,2.60503E+12,4.69888E+12,2.79086E+12,2.0611E+12,7.29763E+11,1.90801E+12,6.66012E+11,4.41117E+12,4590367332,9.31975E+11,6.66555E+11,1.13761E+12,5000000,"6,103,060,598,541",14122
127,HDG,XD,1990,866291361944,2175,27600,EY,CNTP,30-03-2024,3.35388E+12,1.10845E+13,1.44384E+13,7.2096E+12,2.32869E+12,4.88091E+12,7.22875E+12,2.88938E+12,8.43889E+12,3.92702E+11,1.59469E+12,1.31875E+12,1.08461E+12,2.86627E+11,"13,619,398,787,892",23642
128,HHP,SX,2012,24533438100,270,10400,NVT,CNTP,26-03-2024,5.48557E+11,1.52953E+12,2.07809E+12,1.31304E+12,9.19828E+11,3.9321E+11,7.65048E+11,1.10933E+12,6.45048E+11,1.19995E+11,2.36894E+11,1.27467E+11,1.70365E+11,13776769315,"1,053,164,992,404",12335
129,HHS,BB,2008,351850830642,1042,7200,AASC,CNTP,19-03-2024,1.03638E+12,3.63721E+12,4.67359E+12,1.7231E+11,1.71644E+11,666125596,4.50128E+12,3.66585E+11,2.49956E+12,5.38794E+11,59303254121,37357465986,2.61416E+11,,"2,404,701,268,088",12966
130,HHV,XD,1974,364457217861,1010,15450,AASCS,CNTP,20-03-2024,1.17597E+12,3.56042E+13,3.67802E+13,2.80473E+13,3.1439E+12,2.49034E+13,8.7329E+12,2.68554E+12,5.08846E+12,76965731271,6.90013E+11,3.99952E+11,77290414338,4.04738E+11,"26,348,595,420,507",16578
131,HID,TI,2001,49814471,,3060,,,,5.72165E+11,1.08612E+12,1.65828E+12,7.15693E+11,1.94767E+11,5.20926E+11,9.42591E+11,3.15269E+11,2.34874E+11,,5.46265E+11,2.02221E+11,8887330892,40367401000,"742,283,551,761",12280
132,HII,SX,2009,80110997529,941,5360,EY,CNTP,29-03-2024,1.33746E+12,5.5526E+11,1.89272E+12,9.29304E+11,9.29049E+11,255000000,9.63418E+11,7.88678E+12,3.94834E+11,1.56656E+11,6.93304E+11,4.47357E+11,1.91791E+11,1178061365,"791,992,725,411",13079
133,HMC,BB,1975,21149396027,775,10800,AASC,CNTP,26-02-2024,1.16697E+12,1.12915E+11,1.27988E+12,8.76195E+11,8.50728E+11,25466488190,4.03689E+11,3.12067E+12,2.9484E+11,4.273E+11,3.50685E+11,3.39541E+11,3.84507E+11,155800000,"805,597,013,597",14787
134,HNA,TI,2007,236522121928,1005,,AnViet,CNTP,8/3/2024,4.657E+11,3.01576E+12,3.48146E+12,2.54548E+11,1.63622E+11,90926023963,3.22691E+12,7.48753E+11,4.3518E+12,,3.50716E+11,3.45899E+11,20422590130,,"4,438,157,466,604",13718
135,HNG,SX,2010,-1098460718000,-991,4700,EY,CNTPGT,30-03-2024,2.65878E+12,1.1437E+13,1.40958E+13,1.18401E+13,9.60941E+12,2.23066E+12,2.25571E+12,6.05571E+11,5.2102E+12,,6.00574E+11,2.77049E+11,1.94208E+12,9.09875E+11,"13,367,963,298,500",2035
136,HPG,SX,1992,6800388315081,1117,27950,KPMG,CNTP,21-03-2024,8.27164E+13,1.05066E+14,1.87783E+14,8.49462E+13,7.15135E+13,1.34327E+13,1.02836E+14,1.20355E+14,1.62523E+14,2.21773E+13,1.07021E+13,5.99954E+12,3.46284E+13,1.88092E+12,"215,652,647,840,333",17685
137,HPX,XD,2003,134937784139,419,5460,CPA VIETNAM,CNTP,6/3/2024,6.45121E+12,1.84574E+12,8.29695E+12,4.70918E+12,3.88933E+12,8.19849E+11,3.58777E+12,1.68027E+12,1.66076E+12,6392979198,3.34189E+12,1.35785E+11,2.98034E+12,6.47811E+11,"4,101,343,159,889",11795
138,HQC,XD,2000,5158051909,11,4140,AFC,CNTP,29-03-2024,3.5846E+12,3.71484E+12,7.29944E+12,2.93495E+12,2.61861E+12,3.1634E+11,4.36449E+12,3.22609E+11,1.97312E+12,,2.9523E+12,1.4129E+12,5.90811E+11,1.34036E+12,"2,006,528,675,127",9158
139,HRC,SX,1981,16977860701,562,55000,AFC,CNTP,20-02-2024,66483579902,7.52447E+11,8.1893E+11,2.66786E+11,1.76453E+11,90332324582,5.52145E+11,1.83174E+11,1.66136E+12,,32516305008,31907555311,14284532775,,"1,880,526,897,689",18279
140,HSG,SX,2001,30062343902,47,22800,KPMG,CNTP,22-12-2023,1.12748E+13,6.09047E+12,1.73653E+13,6.58514E+12,6.56889E+12,16244922996,1.07802E+13,3.20843E+13,1.40444E+13,26175510851,2.32215E+12,1.85277E+12,7.74604E+12,1.43084E+11,"16,384,204,911,897",17501
141,HSL,SX,2015,12062419482,332,10100,NVT,CNTP,28-03-2024,2.66163E+11,2.13952E+11,4.80115E+11,40009261647,31767544937,8241716710,4.40106E+11,3.89734E+11,3.57373E+11,,1.84229E+11,1.07941E+11,15494457442,97575000000,"305,060,570,635",12438
142,HT1,SX,1964,17964892077,46,12000,Deloitte,CNTP,11/3/2024,1.96885E+12,6.6549E+12,8.62375E+12,3.79084E+12,3.77112E+12,19713982277,4.83291E+12,7.54157E+12,4.57908E+12,16189284652,4.3908E+11,2.78817E+11,8.83104E+11,21390221488,"5,549,469,018,655",12665
143,HTG,SX,1962,169873401958,4444,31050,KPMG,CNTP,6/3/2024,1.76138E+12,7.46345E+11,2.50772E+12,1.67091E+12,1.44146E+12,2.2945E+11,8.36806E+11,4.70397E+12,1.11788E+12,1.76607E+11,5.38886E+11,5.15334E+11,7.76024E+11,5698452545,"1,776,072,118,621",23243
144,HTI,XD,2000,57320795701,2298,16450,CPA VIETNAM,CNTP,11/3/2024,1.40319E+11,1.25232E+12,1.39264E+12,9.10222E+11,67534800214,8.42687E+11,4.82415E+11,4.40347E+11,4.10414E+11,80000000000,14858435038,14394237320,70140532,,"952,203,948,469",19336
145,HTL,BB,1998,38322582659,3194,12550,A&C,CNTP,25-03-2024,3.87891E+11,60303784338,4.48195E+11,1.89444E+11,1.87996E+11,1448109771,2.58751E+11,6.57525E+11,1.506E+11,20150000000,55961494393,53292720546,2.70946E+11,30000000,"143,732,068,249",21563
146,HTN,XD,2007,60300503603,653,16000,EY,CNTP,29-03-2024,7.04276E+12,5.79376E+11,7.62213E+12,6.10219E+12,5.9267E+12,1.75485E+11,1.51995E+12,2.68148E+12,1.42586E+12,19682449817,5.81562E+12,3.21905E+12,1.00992E+12,29670000000,"3,373,630,948,901",17056
147,HTV,VT,2000,8236450284,612,9790,RSM,CNTPGT,5/3/2024,3.65452E+11,42056108765,4.07508E+11,82322473466,82322473466,,3.25185E+11,2.99745E+11,1.28288E+11,1.99007E+11,1.58099E+11,1.56235E+11,1173219802,,"121,123,759,784",24816
148,HU1,XD,1990,6831,-4,7380,CPA VIETNAM,CNNT,30-03-2024,5.2106E+11,1.0956E+11,6.3062E+11,4.81316E+11,4.81316E+11,,1.49304E+11,1.83849E+11,73800000000,6230000000,3.76232E+11,1.31538E+11,1.07136E+11,,"176,706,239,658",14930
149,HUB,XD,1975,67238793294,2196,17000,Vietvalues,CNTP,20-03-2024,5.14461E+11,4.19796E+11,9.34257E+11,3.41063E+11,2.0098E+11,1.40084E+11,5.93194E+11,3.55315E+11,4.47073E+11,2.49675E+11,72351545449,96112733408,1.30121E+11,920750739,"440,516,865,893",22556
150,HVH,XD,2010,11092517656,269,5350,A&C,CNTP,25-03-2024,3.65632E+11,2.95526E+11,6.61159E+11,1.73163E+11,1.73163E+11,,4.87996E+11,2.50811E+11,2.1745E+11,,2.04352E+11,1.69512E+11,87461873840,,"179,633,563,943",12006
151,HVN,VT,1956,-5631748470691,-2678,12250,KPMG,CNTPGT,29-03-2024,1.48843E+13,4.28326E+13,5.77169E+13,7.47429E+13,6.11713E+13,1.35716E+13,-1.70E+13,9.22312E+13,2.71263E+13,9.20439E+11,6.12174E+12,4.47469E+12,3.65934E+12,1.63223E+12,"51,943,346,667,768",-7689
152,HVX,SX,1990,-64121424785,-1544,3020,AnViet,CNTPGT,12/3/2024,1.5504E+11,5.30962E+11,6.86002E+11,3.16427E+11,3.15859E+11,567782289,3.69576E+11,5.21853E+11,1.25406E+11,,30523664743,35641599128,1.06718E+11,620434385,"244,497,164,598",8900
153,ICT,CN,2001,14924023192,464,11300,VACO,CNNT,29-03-2024,1.20843E+12,2.32806E+11,1.44123E+12,7.98153E+11,7.95161E+11,2991776656,6.43079E+11,1.49587E+12,3.63691E+11,,1.03205E+12,9.69015E+11,62238738055,1370963477,"542,399,598,835",19981
154,IDI,SX,2003,73354175265,254,11700,AASCS,CNTP,28-03-2024,5.53729E+12,2.74016E+12,8.27745E+12,4.85589E+12,4.53016E+12,3.25734E+11,3.42156E+12,7.22415E+12,2.66344E+12,6.63676E+11,2.15131E+12,1.28557E+12,1.5721E+12,4.61443E+11,"5,967,259,606,457",14985
155,IJC,XD,2007,394852892967,1458,13950,A&C,CNTP,20-03-2024,3.74277E+12,2.66099E+12,6.40375E+12,2.58017E+12,2.31779E+12,2.62374E+11,3.82359E+12,1.5157E+12,3.51306E+12,14800000000,6.74264E+11,6.36959E+11,2.76549E+12,7.79534E+11,"4,220,121,593,116",15183
156,ILB,VT,2008,103880095902,3317,30000,PWC,CNTP,19-03-2024,3.33214E+11,1.25297E+12,1.58619E+12,1.03311E+12,4.29678E+11,6.0343E+11,5.53079E+11,5.31536E+11,7.35067E+11,,1.25781E+11,1.2713E+11,,2694900000,"808,576,776,083",22573
157,IMP,SX,1983,299556005542,3637,56600,PWC,CNTP,26-03-2024,1.20713E+12,1.18548E+12,2.39262E+12,3.08036E+11,3.08036E+11,,2.08458E+12,2.11387E+12,3.96226E+12,93000000000,2.96563E+11,2.56814E+11,7.02156E+11,2257399878,"3,905,512,693,222",29778
158,ITA,XD,1996,205637666055,215,6460,,,,4.91968E+12,7.16498E+12,1.20847E+13,1.78304E+12,1.24547E+12,5.37571E+11,1.03016E+13,5.7637E+11,6.06156E+12,7000000000,1.2728E+12,3.95968E+11,3.6466E+12,2.6705E+12,"6,054,962,804,646",10979
159,ITC,XD,2000,87961741896,813,10800,EY,CNTP,29-03-2024,2.21914E+12,1.93104E+12,4.15018E+12,1.84521E+12,1.46736E+12,3.77846E+11,2.30497E+12,5.31505E+11,1.0361E+12,,3.60366E+11,1.38233E+11,1.71377E+12,11893000000,"1,453,705,191,444",24026
160,ITD,CN,1994,-40935359805,-2420,9860,,,,4.19803E+11,1.51646E+11,5.71449E+11,2.11924E+11,2.01802E+11,10122151388,3.59525E+11,5.87788E+11,2.41189E+11,85565000000,1.68705E+11,2.35451E+11,56886444434,2783210589,"166,806,810,955",14698
161,JVC,BB,2001,52639842397,468,3380,AnViet,CNTP,28-03-2024,5.28425E+11,1.58251E+11,6.86677E+11,1.87331E+11,1.85096E+11,2235509520,4.99346E+11,5.76765E+11,3.80251E+11,1.1464E+11,2.03501E+11,4.6738E+11,75295749739,1592809000,"320,040,092,559",4439
162,KBC,XD,2002,2245003412330,2646,31750,EY,CNTP,25-03-2024,2.50294E+13,8.40478E+12,3.34342E+13,1.32133E+13,6.57878E+12,6.63457E+12,2.02209E+13,5.85877E+12,2.43715E+13,1.86423E+12,9.66255E+12,6.15243E+11,1.22188E+13,1.53218E+12,"27,189,841,382,522",26343
163,KDC,SX,1992,135183911458,554,63000,EY,CNTP,29-03-2024,6.96414E+12,5.42688E+12,1.2391E+13,5.27709E+12,4.21406E+12,1.06303E+12,7.11392E+12,8.90554E+12,1.68392E+13,6.18778E+11,2.95742E+12,3.78745E+11,1.07715E+12,21548541757,"16,994,563,500,706",26615
164,KDH,XD,2001,729500026000,840,31400,PWC,CNTP,15-03-2024,2.47369E+13,1.7438E+12,2.64807E+13,1.09578E+13,5.34553E+12,5.61228E+12,1.55229E+13,2.16631E+12,2.50984E+13,8524398000,1.83075E+12,72779241000,1.87869E+13,75923859000,"27,375,529,351,000",19420
165,KHG,XD,2009,25361139253,56,6270,AnViet,CNTPGT,29-03-2024,1.86033E+12,4.5304E+12,6.39073E+12,1.22553E+12,9.84926E+11,2.406E+11,5.16521E+12,4.0432E+11,2.81796E+12,20000000000,1.55274E+12,2.42599E+11,2.10628E+11,4.28831E+12,"3,733,447,935,558",11493
166,KHP,TI,1993,54816796367,931,9170,AFA,CNTP,13-03-2024,9.58971E+11,1.34044E+12,2.29941E+12,1.59953E+12,7.64971E+11,8.3456E+11,6.99877E+11,6.20532E+12,5.40168E+11,4.1E+11,4.5776E+11,4.38397E+11,51425422238,1358590256,"1,459,787,952,818",11881
167,KMR,SX,2001,9814902164,158,3530,SV,CNTP,19-03-2024,6.63047E+11,2.16358E+11,8.79404E+11,2.38362E+11,2.34276E+11,4085500000,6.41043E+11,4.93679E+11,2.00779E+11,,1.61983E+11,65009418699,4.57648E+11,,"351,657,688,947",11271
168,KOS,XD,2008,21137848119,97,39650,UHY,CNTP,29-03-2024,3.28534E+12,1.46765E+12,4.75298E+12,2.44662E+12,1.2594E+12,1.18722E+12,2.30636E+12,1.31582E+12,8.58348E+12,15258126938,7.64084E+11,2.04622E+11,2.47378E+12,40000000,"10,510,318,306,611",10654
169,KPF,DV,2009,1015479081,17,5370,TTP,CNNT,29-03-2024,3.22844E+11,4.83477E+11,8.0632E+11,13637687712,13637687712,,7.92683E+11,1000000000,3.26857E+11,,3.21128E+11,,,,"325,159,986,492",13023
170,KSB,KK,1993,73765686756,802,26750,EY,CNTP,29-03-2024,1.98491E+12,2.29173E+12,4.27664E+12,2.2789E+12,1.2679E+12,1.011E+12,1.99774E+12,5.28627E+11,2.04091E+12,,1.83936E+12,1.74319E+11,28547468767,1.0777E+12,"3,026,309,869,665",26184
