id,Code,Industry,Time,Net income,EPS,PRICE,Audit,Opion,Auditdate,Currentassets,Longassets,Totalassets,Liability,Currentliability,Longliability,Equity,Revenues,EV,Cash,Cash1,shortinvestment,Receilvables,Inventory,depreclation,Bookvalue
260,SJD,TI,1998,130170124400,1882,15000,VACO,CNTP,26-03-2024,9.76765E+11,3.71731E+11,1.3485E+12,3.31964E+11,1.28292E+11,2.03671E+11,1.01653E+12,4.3081E+11,1.03498E+12,15000000000,7.87989E+11,7.65153E+11,2096802582,,"1,079,443,546,392",14732
261,SJF,SX,2012,-326822238332,-4064,1790,UHY,CNNT,10/4/2024,5.49425E+11,1.94351E+11,7.43776E+11,2.49167E+11,2.32956E+11,16210532595,4.9461E+11,1.10008E+11,1.41768E+11,,5.45688E+11,73612125706,31568190160,36537600,"296,996,028,232",6245
262,SJS,XD,2001,183765581553,1627,69400,EY,CNTP,13-03-2024,4.7496E+12,2.72438E+12,7.47398E+12,4.71239E+12,3.05776E+12,1.65463E+12,2.76159E+12,4.16024E+11,7.90449E+12,24469112005,4.5396E+11,1.69522E+11,4.18716E+12,1.17053E+11,"9,291,787,691,488",24246
263,SKG,VT,2007,69710778745,1101,14800,AASC,CNTP,25-03-2024,5.49294E+11,3.48105E+11,8.974E+11,15372732529,15312732529,60000000,8.82027E+11,4.09409E+11,9.3731E+11,1.99103E+11,2.99748E+11,52365802919,29326994357,805000000,"922,585,274,985",13927
264,SMA,BB,1974,11956940403,587,8800,AASC,CNTP,5/3/2024,1.07914E+11,3.48084E+11,4.55999E+11,2.20855E+11,36765290434,1.8409E+11,2.35143E+11,76328280982,1.79105E+11,,86353849778,8005064033,1469613150,,"370,958,971,934",11553
265,SMB,SX,2008,154277169252,4362,37000,KPMG,CNTP,26-02-2024,6.38196E+11,3.78371E+11,1.01657E+12,4.18188E+11,4.00973E+11,17215662672,5.98378E+11,1.31994E+12,1.10433E+12,2.23614E+11,56955209577,47713620480,2.13591E+11,,"1,094,023,492,410",20048
266,SMC,BB,1988,-925299043177,-12027,10250,AISC,CNTP,25-03-2024,3.98187E+12,2.19682E+12,6.17869E+12,5.38092E+12,5.00701E+12,3.73916E+11,7.9777E+11,1.37036E+13,7.5447E+11,4.88551E+11,1.64771E+12,1.99924E+12,8.54805E+11,35615308034,"3,096,941,697,063",10838
267,SPM,SX,1988,12116744013,880,12500,A&C,CNTP,28-03-2024,8.71635E+11,1.54739E+11,1.02637E+12,2.20353E+11,2.02353E+11,18000000000,8.06021E+11,4.61032E+11,1.72125E+11,2000000000,8.23321E+11,7.9395E+11,47029604495,,"333,194,042,196",58535
268,SRC,SX,1956,29400635701,1048,30000,Deloitte,CNTP,28-02-2024,6.31103E+11,7.15737E+11,1.34684E+12,9.0349E+11,6.21088E+11,2.82402E+11,4.4335E+11,1.23449E+12,8.41901E+11,,3.66122E+11,3.67869E+11,2.30978E+11,6514752134,"1,279,904,294,831",15798
269,SRF,XD,1977,2440179501,53,8300,,,,1.36733E+12,3.71778E+11,1.73911E+12,1.30768E+12,1.2541E+12,53579015673,4.31429E+11,1.62617E+12,2.8043E+11,48989618164,7.71449E+11,7.78614E+11,2.48813E+11,3412184419,"551,851,476,965",12769
270,SSC,SX,1976,54706352618,3792,30000,EY,CNTP,12/3/2024,3.30171E+11,2.15895E+11,5.46067E+11,1.56869E+11,1.56869E+11,,3.89198E+11,3.16706E+11,3.98154E+11,,2.13387E+11,29508873482,73616549372,,"350,938,361,319",29325
271,ST8,BB,1994,3869582340,144,18300,VACO,CNTP,26-02-2024,2.75599E+11,1281873940,2.7688E+11,4570072506,4570072506,,2.7231E+11,13208736327,4.70693E+11,,2.33627E+11,101319099,,145987470,"431,238,626,304",10587
272,STG,VT,1975,150680475252,1448,48900,EY,CNTP,29-03-2024,1.17126E+12,1.69742E+12,2.86868E+12,6.14033E+11,4.80993E+11,1.33041E+11,2.25465E+12,1.79564E+12,4.80459E+12,67891159093,4.26461E+11,3.33829E+11,57962582677,4425241398,"4,321,901,195,291",22947
273,STK,SX,2000,87799332687,933,25950,EY,CNTP,8/3/2024,1.39594E+12,1.57792E+12,2.97386E+12,1.34497E+12,9.35575E+11,4.09395E+11,1.62889E+12,1.42562E+12,2.44177E+12,54050637373,4.50139E+11,91305667931,6.21333E+11,,"3,350,976,168,262",17311
274,SVC,BL,1982,44431941553,430,29450,BDO,CNTPGT,6/3/2024,3.9685E+12,3.20537E+12,7.17386E+12,4.73393E+12,2.87858E+12,1.85535E+12,2.43993E+12,2.08522E+13,1.96196E+12,1.41865E+11,2.02612E+12,7.69429E+11,1.27778E+12,4.44115E+11,"4,224,728,911,408",36625
275,SVD,SX,2013,-36532871553,-1323,2400,TTP,CNTP,26-03-2024,1.98672E+11,1.99852E+11,3.98524E+11,1.5239E+11,1.07127E+11,45262781319,2.46134E+11,2.58765E+11,66254179200,,61031036429,60512321187,70351591928,,"122,027,317,131",8916
276,SVI,SX,1968,132420835782,10319,57000,KPMG,CNTP,28-03-2024,9.43124E+11,2.8122E+11,1.22434E+12,3.94594E+11,3.88914E+11,5680655507,8.2975E+11,1.50752E+12,7.31449E+11,4.1099E+11,3.21181E+11,3.11268E+11,1.57373E+11,98025000,"712,081,290,197",64660
277,SVT,SX,1976,25549224562,1647,11450,FAC,CNTP,26-03-2024,35711236957,1.99446E+11,2.35157E+11,1312863469,1312863469,,2.33845E+11,71021763956,1.98211E+11,,33330920478,6564733150,,27000000000,"195,839,265,821",13508
278,SZC,XD,2007,218873291512,1621,44600,RSM,CNTP,4/3/2024,2.06441E+12,4.89672E+12,6.96113E+12,5.22381E+12,1.78936E+12,3.43445E+12,1.73732E+12,8.17957E+11,5.352E+12,30000000000,67309491649,63696134628,1.62122E+12,324145994,"7,797,463,296,647",14478
279,SZL,XD,2003,103593524648,3034,36400,RSM,CNTP,4/3/2024,4.23844E+11,1.49173E+12,1.91557E+12,1.29494E+12,1.8295E+11,1.11199E+12,6.20626E+11,4.41071E+11,9.95341E+11,70000000000,54385732034,23823123566,1.16184E+11,3680592539,"1,077,079,053,217",22697
280,TBC,TI,1971,168614104099,1980,38000,EY,CNTP,11/3/2024,3.73682E+11,1.16223E+12,1.53591E+12,1.96804E+11,1.51804E+11,45000000000,1.33911E+12,4.30944E+11,2.413E+12,10000000000,2.1943E+11,1.5993E+11,5527795086,,"2,389,694,068,175",21088
281,TCD,XD,1990,175423264616,461,7120,AASCS,CNTP,18-03-2024,6.30184E+12,2.87946E+12,9.1813E+12,5.39428E+12,4.36012E+12,1.03415E+12,3.78702E+12,1.78492E+12,2.01269E+12,1.02683E+11,5.37292E+12,7.97517E+11,5.08274E+11,1.23065E+12,"3,797,316,644,104",13397
282,TCH,XD,1995,1182554963102,1252,13200,,,,1.25083E+13,2.04452E+12,1.45528E+13,2.17986E+12,2.07415E+12,1.05709E+11,1.2373E+13,3.80587E+12,8.82045E+12,1.48272E+12,4.19569E+11,3.18396E+11,9.92478E+12,,"8,368,853,631,024",18516
283,TCL,VT,2007,134421318574,3691,37850,A&C,CNTP,23-03-2024,4.74242E+11,4.66241E+11,9.40482E+11,3.41621E+11,2.88612E+11,53009232656,5.98861E+11,1.52942E+12,1.1415E+12,1.388E+11,2.4827E+11,2.31658E+11,12916648263,19991300000,"1,086,736,745,889",19857
284,TCM,SX,1967,133804252735,1211,40750,PWC,CNTP,11/3/2024,2.13075E+12,1.14861E+12,3.27936E+12,1.26923E+12,1.17341E+12,95812892584,2.01014E+12,3.32794E+12,3.77334E+12,3.12811E+11,3.29026E+11,3.77596E+11,1.05258E+12,440373011,"4,019,032,978,014",21708
285,TCO,VT,2008,7182250123,372,8990,EY,CNTP,1/3/2024,8.64898E+11,3.02295E+11,1.16719E+12,8.50878E+11,8.24515E+11,26363096000,3.16316E+11,29483885048,1.68212E+11,54920581824,7.36933E+11,44777224718,57363654238,534342260,"607,302,661,956",16905
286,TCR,SX,1994,-7384653188,-163,3170,AASCS,CNTP,21-03-2024,6.64161E+11,2.60939E+11,9.25099E+11,4.99176E+11,4.99008E+11,168000000,4.25923E+11,8.95893E+11,1.43998E+11,,1.55513E+11,1.46821E+11,4.23099E+11,20146800385,"401,973,899,423",9376
287,TCT,VT,1998,18348161361,1435,22350,AASC,CNTP,21-03-2024,3.49061E+11,12615616759,3.61676E+11,30448453991,30448453991,,3.31228E+11,43115305850,2.85812E+11,23870000000,3.14198E+11,250057019,7818408565,,"283,546,796,607",25901
288,TDC,XD,2002,-402796465319,-4032,9910,A&C,CNTPGT,28-03-2024,7.98945E+11,2.81152E+12,3.61047E+12,2.81997E+12,2.13012E+12,6.89855E+11,7.90497E+11,5.83803E+11,9.91E+11,3500000000,3.26322E+11,3.07972E+11,3.98593E+11,4.46499E+11,"2,556,416,265,403",7905
289,TDG,BB,2005,3064968954,164,3730,TTP,CNTP,29-01-2024,3.94686E+11,2.59599E+11,6.54285E+11,4.16428E+11,3.71899E+11,44528996072,2.37857E+11,1.35546E+12,72247011560,42886060400,1.07847E+11,93447582481,2.21414E+11,60000000,"346,838,871,629",12280
290,TDH,XD,1990,-62753025320,-554,4640,EY,CNTP,30-03-2024,8.53499E+11,4.80004E+11,1.3335E+12,9.57819E+11,9.23908E+11,33911140787,3.75683E+11,1.20442E+11,5.22709E+11,3795918000,5.58062E+11,2.27561E+11,4.3658E+11,3.58303E+11,"510,376,530,667",3335
291,TDM,TI,2013,283449860715,2608,40550,AASC,CNTP,29-02-2024,5.05344E+11,2.09812E+12,2.60347E+12,5.66831E+11,5.14512E+11,52318830455,2.03664E+12,5.32574E+11,4.055E+12,40000000000,3.51183E+11,72153723569,2056181169,,"4,617,670,657,893",20366
292,TDP,SX,2007,42343810134,561,27600,EY,CNTP,26-03-2024,2.67257E+12,9.98621E+11,3.67119E+12,2.81512E+12,2.61141E+12,2.03712E+11,8.56071E+11,3.81972E+12,2.08457E+12,4.56922E+11,5.69067E+11,3.53653E+11,1.35251E+12,1.59873E+11,"4,235,691,086,251",11334
293,TDW,TI,1991,53906315851,6342,45500,UHY,CNTPGT,25-03-2024,1.8406E+11,2.82315E+11,4.66375E+11,2.33149E+11,2.1565E+11,17499294439,2.33226E+11,1.28267E+12,3.8675E+11,1450000000,18882100672,16580043485,57823268273,175000000,"324,601,425,475",27438
294,TEG,SX,2011,81658654101,937,9840,A&C,CNTP,26-03-2024,4.29407E+11,7.38824E+11,1.16823E+12,1.90857E+11,1.8707E+11,3787000000,9.77374E+11,3.25521E+11,7.16417E+11,403200000,3.50324E+11,41671770533,51264554768,1350000,"1,293,052,697,707",13424
295,THG,SX,2003,118834764309,4777,39250,FAC,CNTP,27-03-2024,1.31295E+12,5.39278E+11,1.85223E+12,1.16376E+12,9.90639E+11,1.73117E+11,6.88474E+11,1.66978E+12,9.01097E+11,65919531576,2.87482E+11,2.6486E+11,7.30528E+11,330945615,"1,170,155,494,415",29989
296,TIP,XD,2002,178381748116,2676,23900,AASC,CNTP,12/3/2024,1.52485E+12,4.54845E+11,1.97969E+12,2.36853E+11,54855240826,1.81997E+11,1.74284E+12,1.57745E+11,1.55369E+12,76400000000,1.23558E+12,17897139023,1.51849E+11,21824651700,"1,495,280,165,101",26810
297,TIX,XD,1981,105439256863,3014,33500,A&C,CNTP,21-11-2023,3.95806E+11,8.18003E+11,1.21381E+12,3.70624E+11,86816126109,2.83808E+11,8.43186E+11,2.09234E+11,1.005E+12,2.86429E+11,42429217181,17843764726,4678304018,11858395529,"944,533,792,444",28106
298,TLD,SX,2000,4954219238,66,5650,NVT,CNNT,29-03-2024,7.38576E+11,2.71845E+11,1.01042E+12,2.15106E+11,1.81503E+11,33603076724,7.95315E+11,3.29316E+11,4.39239E+11,8299852629,2.13369E+11,1.00729E+11,5.00207E+11,,"600,585,460,788",10230
299,TLG,SX,1981,356174272581,4147,51000,PWC,CNTP,29-03-2024,2.07446E+12,7.33993E+11,2.80845E+12,7.14468E+11,6.59537E+11,54930819159,2.09398E+12,3.49667E+12,4.00832E+12,4.47342E+11,4.38809E+11,3.90722E+11,8.55426E+11,12978175740,"4,007,925,459,619",26643
300,TLH,BB,1988,4103922989,35,8280,AASC,CNTP,27-03-2024,3.56221E+12,5.65613E+11,4.12782E+12,2.26691E+12,2.25917E+12,7735361430,1.86091E+12,6.15869E+12,9.3001E+11,42832316463,8.20745E+11,7.14746E+11,2.42583E+12,15488120415,"2,110,415,370,226",16568
301,TMP,TI,1994,460182688074,6500,68100,EY,CNTP,26-03-2024,1.01561E+12,1.12957E+12,2.14518E+12,5.58304E+11,2.25872E+11,3.32432E+11,1.58688E+12,8.5404E+11,4.767E+12,2.465E+11,6.88726E+11,6.36444E+11,727990195,854107000,"5,058,676,123,548",22670
302,TMS,VT,1983,173050459997,865,45000,EY,CNTP,29-03-2024,1.81692E+12,5.69632E+12,7.51324E+12,2.74459E+12,9.48725E+11,1.79587E+12,4.76865E+12,2.40323E+12,7.12165E+12,5.36883E+11,6.64614E+11,3.75893E+11,13011984414,21804878209,"8,873,324,922,550",30132
303,TMT,SX,1976,2395394101,77,15700,UHY,CNTP,30-03-2024,1.63745E+12,5.32298E+11,2.16975E+12,1.7323E+12,1.54548E+12,1.86821E+11,4.37453E+11,2.65237E+12,5.78984E+11,3989210761,2.06835E+11,73943929424,1.40751E+12,110000000,"1,821,748,979,019",11862
304,TN1,XD,2014,51843397272,1026,15200,EY,CNTP,21-03-2024,1.41105E+12,2.77658E+11,1.68871E+12,7.68176E+11,2.77376E+11,4.908E+11,9.20534E+11,9.78884E+11,7.54922E+11,6.39849E+11,3.75176E+11,3.87768E+11,1.29496E+11,3567713672,"989,889,535,260",18535
305,TNA,BB,1994,3384992151,31,5880,,,,1.8029E+12,5.23014E+11,2.32592E+12,1.74424E+12,1.73208E+12,12166577229,5.81677E+11,4.69081E+12,2.8948E+11,52575501268,6.15892E+11,5.6495E+11,1.11872E+12,6796096440,"849,849,391,563",11815
306,TNC,SX,1991,32838689244,1392,64300,BDO,CNTP,14-03-2024,2.0257E+11,1.64159E+11,3.66729E+11,34194957296,34194957296,,3.32534E+11,1.29523E+11,1.23778E+12,1.361E+11,12010234345,7111095895,42658057427,,"1,227,155,243,618",17275
307,TNH,DV,2013,139223043992,1431,21450,Deloitte,CNTP,26-03-2024,6.20258E+11,1.51031E+12,2.13057E+12,4.07041E+11,2.24248E+11,1.82794E+11,1.72353E+12,5.31949E+11,2.05501E+12,,4.00504E+11,13137582567,14642837686,,"2,181,650,372,043",17990
308,TNI,BB,2004,478172346,5,2670,ASCO,CNTP,22-03-2024,6.00317E+11,3.04089E+11,9.04406E+11,3.73004E+11,3.46417E+11,26586916581,5.31403E+11,7.61387E+11,1.40175E+11,9341701540,2.9835E+11,2.5629E+11,2.82529E+11,,"420,541,518,272",10122
309,TNT,KK,2006,18680487551,300,4620,TTP,CNTP,11/3/2024,5.81103E+11,1.02354E+12,1.60464E+12,9.26197E+11,84522774617,8.41674E+11,6.78448E+11,6.37509E+11,2.3562E+11,30700000,2.88428E+11,82644042743,28555320204,9.96713E+11,"795,757,948,172",13303
310,TPC,SX,1984,-48776129315,-2166,5800,A&C,CNTP,20-03-2024,2.39356E+11,2.22555E+11,4.61911E+11,1.74753E+11,1.74753E+11,,2.87158E+11,5.67046E+11,1.30598E+11,78000000000,84058363650,80653025486,50121240416,,"243,450,619,062",12753
311,TRA,SX,1972,285268918604,5535,89000,EY,CNTP,19-03-2024,1.53049E+12,5.93406E+11,2.1239E+12,6.34846E+11,6.34846E+11,,1.48905E+12,2.30241E+12,3.6891E+12,4.15029E+11,2.38916E+11,2.16115E+11,4.69754E+11,,"3,489,980,978,162",35912
312,TRC,SX,2006,67591479772,2321,31100,AASC,CNTP,20-02-2024,3.93489E+11,1.60277E+12,1.99626E+12,3.45551E+11,1.76902E+11,1.6865E+11,1.65071E+12,5.62679E+11,9.05788E+11,,2.00337E+11,6226911846,49825966756,1831600000,"1,009,024,445,372",56677
313,TSC,BB,1986,-11200183106,-100,3740,A&C,CNTP,25-03-2024,1.8505E+12,1.12409E+12,2.97459E+12,4.88227E+11,4.56542E+11,31684456945,2.48636E+12,4.77534E+11,7.36252E+11,4.04852E+11,1.34177E+12,75893784913,65121499916,19200000,"1,106,643,220,954",12630
314,TTA,TI,2008,101460434802,420,7990,NVT,CNTP,15-03-2024,1.96548E+11,4.17999E+12,4.37654E+12,2.39495E+12,4.1143E+11,1.98352E+12,1.98159E+12,6.55479E+11,1.35876E+12,,1.92335E+11,87028879344,,,"3,515,388,221,683",11652
315,TTE,TI,2014,-1665558769,-65,10900,ASCO,CNTPGT,30-03-2024,3.00402E+11,9.49699E+11,1.2501E+12,9.29025E+11,1.90235E+11,7.3879E+11,3.21076E+11,1.42662E+11,3.10545E+11,,2.58904E+11,35088897793,,53747965,"907,740,939,962",11270
316,TTF,SX,2003,-144246908185,-325,4250,EY,CNTP,30-03-2024,1.82076E+12,1.0297E+12,2.85046E+12,2.58333E+12,1.51775E+12,1.06558E+12,2.6713E+11,1.56737E+12,1.67251E+12,69192527439,8.50048E+11,6.1352E+11,6.16167E+11,,"1,591,938,178,671",230
317,TV2,DV,1981,53146020662,787,37800,EY,CNTP,28-03-2024,1.60992E+12,8.51123E+11,2.46105E+12,1.12732E+12,1.08672E+12,40597339843,1.33373E+12,1.06134E+12,2.55249E+12,1.45E+11,1.24129E+12,1.17854E+12,72386965450,2073191943,"2,632,023,271,512",19751
318,TVT,SX,1962,12685672219,557,16150,AFC,CNTP,28-03-2024,9.74264E+11,4.82036E+11,1.4563E+12,8.80434E+11,7.76119E+11,1.04316E+11,5.75866E+11,1.68351E+12,3.3915E+11,1.09E+11,1.9882E+11,1.91294E+11,4.95203E+11,100000000,"723,006,172,234",27422
319,TYA,SX,1992,961317011,30,10300,KPMG,CNTP,15-03-2024,8.71638E+11,83705171725,9.55343E+11,4.75608E+11,4.75608E+11,,4.79735E+11,1.46779E+12,3.1601E+11,2.68852E+11,2.41428E+11,2.13403E+11,2.86865E+11,,"673,960,924,236",15636
320,UIC,TI,2000,48654367161,6021,32500,CPA VIETNAM,CNTP,13-03-2024,3.47647E+11,2.23107E+11,5.70753E+11,1.63791E+11,1.52089E+11,11701528022,4.06963E+11,2.45003E+12,2.6E+11,,1.28945E+11,1.13085E+11,1.19685E+11,,"212,650,355,939",50870
321,VAF,SX,1960,63197613834,1678,13800,AnViet,CNNT,11/3/2024,5.51209E+11,1.09321E+11,6.6053E+11,1.55628E+11,1.47706E+11,7922685901,5.04902E+11,1.00161E+12,5.19782E+11,,23837834575,21967614801,4.28186E+11,,"433,852,666,049",13405
322,VCA,SX,2008,7291130934,480,8650,AASC,CNTP,20-02-2024,2.44345E+11,38305147177,2.8265E+11,90455887467,90455887467,,1.92194E+11,1.72695E+12,1.3137E+11,,55223076790,54106027951,1.68211E+11,,"162,286,411,833",12655
323,VCF,SX,1969,449952829755,16929,189200,KPMG,CNTP,1/3/2024,1.79191E+12,8.66493E+11,2.65841E+12,5.45622E+11,5.40932E+11,4689694250,2.11278E+12,2.37245E+12,5.02877E+12,3.2432E+11,9.79521E+11,3.59589E+11,2.11699E+11,5.79352E+11,"4,917,512,136,141",79490
324,VCG,XD,1988,396437714817,752,24700,EY,CNTP,29-03-2024,1.86808E+13,1.20135E+13,3.06944E+13,2.04533E+13,1.44222E+13,6.03112E+12,1.0241E+13,1.27098E+13,1.32013E+13,1.48761E+12,7.07014E+12,2.48309E+12,6.92284E+12,6179711939,"21,630,165,041,217",18980
325,VDP,SX,1993,80218843610,4766,39000,AASC,CNTP,22-03-2024,8.75016E+11,2.18429E+11,1.09345E+12,3.61463E+11,3.61463E+11,,7.31982E+11,1.07591E+12,7.17713E+11,1.19E+11,2.38612E+11,2.00706E+11,2.96736E+11,1037530568,"685,082,349,102",39775
326,VFG,BB,1993,295577433645,6217,36000,EY,CNTP,25-03-2024,2.57276E+12,3.72845E+11,2.94561E+12,1.69998E+12,1.69799E+12,1993449076,1.24563E+12,3.55731E+12,1.50165E+12,2.00288E+11,1.17775E+12,7.09975E+11,1.07898E+12,1848754720,"1,745,521,081,482",29862
327,VGC,SX,1974,1162239141678,2717,54900,Deloitte,CNTP,28-02-2024,9.10481E+12,1.49954E+13,2.41002E+13,1.45759E+13,8.33721E+12,6.23867E+12,9.52432E+12,1.33425E+13,2.46144E+13,6.26587E+11,1.11733E+12,9.36464E+11,4.96407E+12,2.55066E+11,"27,907,535,113,472",21159
328,VHC,SX,1997,973756841307,4998,74400,PWC,CNTP,28-03-2024,7.88816E+12,4.05439E+12,1.19425E+13,3.35149E+12,3.23291E+12,1.18579E+11,8.59106E+12,1.00758E+13,1.39161E+13,2.06851E+12,1.5779E+12,1.43858E+12,4.18485E+12,2871356075,"15,563,228,287,149",45931
329,VHM,XD,2008,33532876719728,7664,43200,EY,CNTP,9/3/2024,2.42341E+14,2.0229E+14,4.44631E+14,2.61994E+14,2.11073E+14,5.09211E+13,1.82636E+14,1.03557E+14,1.88109E+14,3.83395E+12,1.32871E+14,1.9513E+13,5.53719E+13,3.38001E+13,"230,689,083,477,714",41943
330,VIC,XD,2002,2056061000000,565,44600,EY,CNTP,29-03-2024,3.43536E+14,3.24119E+14,6.67656E+14,5.19434E+14,4.01298E+14,1.18136E+14,1.48222E+14,1.61453E+14,1.70535E+14,6.99867E+12,1.68115E+14,2.74735E+13,1.02041E+14,8.23748E+12,"354,984,222,864,400",38621
331,VID,BB,1974,38082723040,516,5170,AASCN,CNTP,26-03-2024,7.87259E+11,4.65509E+11,1.25277E+12,6.04411E+11,5.90411E+11,14000000000,6.48358E+11,1.31233E+12,2.11122E+11,84638807671,2.93589E+11,3.24411E+11,3.07199E+11,30154325000,"423,617,555,621",15877
332,VIP,VT,1980,86938072199,1079,11350,KPMG,CNTP,27-03-2024,9.52337E+11,4.75057E+11,1.42739E+12,1.52683E+11,1.37116E+11,15567368385,1.27471E+12,5.49614E+11,7.77145E+11,7.0075E+11,68621800142,76730872912,76802174149,2586303754,"674,482,349,483",18617
333,VJC,VT,2007,231413415351,426,108000,PWC,CNTP,1/4/2024,4.0827E+13,4.60985E+13,8.69254E+13,7.16723E+13,3.88615E+13,3.28108E+13,1.52531E+13,5.83406E+13,5.8494E+13,6.13344E+11,3.42431E+13,1.23168E+13,7.03385E+11,2.63057E+13,"84,254,113,762,981",28163
334,VMD,BB,1984,31189485627,1737,17000,IAC,CNTPGT,28-03-2024,1.62004E+12,2.35757E+11,1.8558E+12,1.43182E+12,1.41174E+12,20076529155,4.2398E+11,3.55226E+12,2.62485E+11,39648540140,1.07262E+12,7.50955E+11,2.58851E+11,4946247015,"52,678,382,327",27335
335,VNE,XD,1988,-28540034583,-221,6700,CPA VIETNAM,CNNT,11/4/2024,1.96838E+12,1.78598E+12,3.75436E+12,2.74778E+12,2.00122E+12,7.4656E+11,1.00659E+12,1.05769E+12,5.4977E+11,25453052944,1.16656E+12,8.10146E+11,5.58128E+11,7456007144,"2,301,023,980,334",12267
336,VNG,DV,1995,3394075556,34,10000,EY,CNTP,30-03-2024,7.78504E+11,3.13153E+12,3.91004E+12,2.79093E+12,7.18004E+11,2.07292E+12,1.11911E+12,7.42666E+11,9.72766E+11,12000000000,5.60424E+11,1.12046E+11,9095998617,94718115648,"3,108,465,534,283",11504
337,VNL,VT,1999,37313675053,2586,14000,RSM,CNTP,21-03-2024,2.94764E+11,95735912848,3.905E+11,1.20806E+11,78445105870,42361050000,2.69694E+11,7.29154E+11,1.97967E+11,30000000000,1.95721E+11,2.02894E+11,,2110230880,"130,779,249,356",19072
338,VNM,SX,1976,9019354165051,3796,67600,KPMG,CNTP,27-02-2024,3.59359E+13,1.67375E+13,5.26734E+13,1.76476E+13,1.71387E+13,5.08937E+11,3.50257E+13,6.04789E+13,1.41281E+14,2.01372E+13,6.52971E+12,4.80818E+12,6.16594E+12,16131990975,"146,825,193,968,442",16759
339,VNS,VT,1995,151204579998,2212,13200,EY,CNTP,29-03-2024,5.49222E+11,1.10383E+12,1.65305E+12,4.85123E+11,1.77465E+11,3.07658E+11,1.16792E+12,1.2188E+12,8.95741E+11,2.81363E+11,1.28496E+11,1.09258E+11,8713538330,1377412250,"1,064,006,298,745",17211
340,VOS,VT,1970,155371166443,1110,11400,UHY,CNTP,28-02-2024,1.58102E+12,1.13412E+12,2.71515E+12,1.043E+12,5.2427E+11,5.18734E+11,1.67214E+12,3.18869E+12,1.596E+12,5.65E+11,5.154E+11,1.93023E+11,1.23258E+11,31481458806,"1,335,592,993,682",11944
341,VPD,TI,2002,190499505385,1787,23600,UHY,CNTP,18-03-2024,2.53332E+11,1.56347E+12,1.8168E+12,2.48537E+11,1.69777E+11,78760387751,1.56827E+12,5.41885E+11,2.51552E+12,,2.02125E+11,1.95088E+11,1348129884,,"2,633,760,996,387",14713
342,VPG,BB,2008,19381309870,220,16900,Deloitte,CNTP,25-03-2024,6.46118E+12,6.94267E+11,7.15545E+12,5.66246E+12,5.27645E+12,3.86004E+11,1.49299E+12,6.33772E+12,1.4231E+12,,1.87416E+12,3.60646E+11,2.99446E+12,612500000,"1,997,254,008,477",17730
343,VPH,XD,1999,-821558557,-9,8490,UHY,CNTPGT,5/4/2024,1.90751E+12,4.58817E+11,2.36633E+12,1.34592E+12,1.34461E+12,1306834500,1.02042E+12,76123892180,8.09588E+11,131688000,8.12789E+11,25015127815,1.07195E+12,99690922927,"1,582,691,253,080",10701
344,VPI,XD,2003,450750006472,2051,55000,EY,CNTP,22-03-2024,5.9504E+12,6.58046E+12,1.25309E+13,8.56423E+12,4.67456E+12,3.88967E+12,3.96663E+12,1.86484E+12,1.331E+13,5103055000,2.00212E+12,1.03326E+11,3.70977E+12,7.05235E+11,"18,477,062,916,523",16391
345,VPS,SX,1976,14281971137,555,10350,AASC,CNTP,29-02-2024,4.3351E+11,98647617493,5.32158E+11,1.98339E+11,1.95013E+11,3326139880,3.33819E+11,5.63274E+11,2.53169E+11,3000000000,2.46001E+11,2.9749E+11,1.06841E+11,210320000,"226,572,885,731",13642
346,VRC,XD,1980,402544431,4,8050,A&C,CNTP,29-03-2024,1.23143E+12,4.87728E+11,1.71916E+12,4.59353E+11,3.59333E+11,1.0002E+11,1.2598E+12,3911753367,4.025E+11,,29436306177,32234587259,1.17587E+12,,"709,002,730,284",25196
347,VRE,XD,2012,4408807516185,1940,23300,KPMG,CNTP,23-03-2024,1.00364E+13,3.76173E+13,4.76537E+13,9.82688E+12,6.24487E+12,3.58201E+12,3.78269E+13,9.79133E+12,5.2945E+13,1.07098E+12,1.61279E+12,1.46071E+12,6.39957E+11,12169450137,"52,779,049,204,385",16647
348,VSC,VT,1985,199022025920,844,29000,PWC,CNTP,29-03-2024,1.34612E+12,3.84481E+12,5.19093E+12,1.89662E+12,4.03172E+11,1.49345E+12,3.29431E+12,2.18095E+12,3.86847E+12,4.25016E+11,4.64365E+11,2.05263E+11,29065056002,8.27204E+11,"5,066,572,422,095",24696
349,VSH,TI,1994,993989892910,4208,44800,EY,CNTP,5/3/2024,1.46195E+12,8.07125E+12,9.5332E+12,4.93833E+12,1.194E+12,3.74434E+12,4.59486E+12,2.57204E+12,1.05836E+13,35000000000,1.1889E+12,1.1721E+12,1.04579E+11,,"14,189,233,509,378",19450
350,VSI,XD,2008,25653079229,1990,18000,AASCS,CNTP,13-03-2024,2.11481E+11,3.04491E+11,5.15972E+11,3.21645E+11,1.62697E+11,1.58949E+11,1.94326E+11,4.65001E+11,2.376E+11,10000000000,1.03521E+11,1.05364E+11,14777267846,,"294,115,838,912",14721
351,VTB,SX,1973,10709597144,1000,14300,UHY,CNTP,26-02-2024,1.16288E+11,1.14374E+11,2.30662E+11,44231935622,21106930232,23125005390,1.8643E+11,1.13424E+11,1.54505E+11,55587396250,19970019339,14160362212,34587545009,18215447540,"152,032,176,334",17255
